체크(기본값 F),"당사자구분(원고,피고)",당사자명,주민번호,도로명주소1(도로명 건물번호까지),도로명주소2(나머지),우편번호,송달주소1(도로명 건물번호까지),송달주소2(나머지),송달우편번호,"상소인구분(항소인,피항소인)"
F,,,,,,,,,,
